image_name,row,col,label
PR_20081007_002301_887_LC16,197,84,241
PR_20081007_002301_887_LC16,210,416,241
PR_20081007_002301_887_LC16,228,131,241
PR_20081007_002301_887_LC16,270,525,241
PR_20081007_002301_887_LC16,275,52,241
PR_20081007_002301_887_LC16,299,48,241
PR_20081007_002301_887_LC16,312,1109,241
PR_20081007_002301_887_LC16,353,587,241
PR_20081007_002301_887_LC16,365,730,241
PR_20081007_002301_887_LC16,367,185,241
PR_20081007_002301_887_LC16,369,1135,241
PR_20081007_002301_887_LC16,404,907,241
PR_20081007_002301_887_LC16,405,1097,241
PR_20081007_002301_887_LC16,419,116,241
PR_20081007_002301_887_LC16,419,237,241
PR_20081007_002301_887_LC16,421,371,241
PR_20081007_002301_887_LC16,451,1004,241
PR_20081007_002301_887_LC16,472,1306,241
PR_20081007_002301_887_LC16,483,440,241
PR_20081007_002301_887_LC16,492,96,241
PR_20081007_002301_887_LC16,495,1284,241
PR_20081007_002301_887_LC16,514,877,241
PR_20081007_002301_887_LC16,543,347,241
PR_20081007_002301_887_LC16,548,114,241
PR_20081007_002301_887_LC16,554,1022,241
PR_20081007_002301_887_LC16,564,114,241
PR_20081007_002301_887_LC16,578,502,241
PR_20081007_002301_887_LC16,624,746,241
PR_20081007_002301_887_LC16,635,205,241
PR_20081007_002301_887_LC16,665,812,241
PR_20081007_002301_887_LC16,677,1108,241
PR_20081007_002301_887_LC16,734,789,241
PR_20081007_002301_887_LC16,752,1288,241
PR_20081007_002301_887_LC16,756,249,241
PR_20081007_002301_887_LC16,830,163,241
PR_20081007_002301_887_LC16,856,194,241
PR_20081007_002301_887_LC16,867,140,241
PR_20081007_002301_887_LC16,868,346,241
PR_20081007_002301_887_LC16,871,372,241
PR_20081007_002301_887_LC16,874,549,241
PR_20081007_002301_887_LC16,892,1076,241
PR_20081007_002301_887_LC16,973,730,241
PR_20081007_002301_887_LC16,982,653,241
PR_20081007_002301_887_LC16,1010,256,241
PR_20081007_002801_927_LC16,28,338,33
PR_20081007_002801_927_LC16,67,908,241
PR_20081007_002801_927_LC16,68,1261,241
PR_20081007_002801_927_LC16,73,914,33
PR_20081007_002801_927_LC16,82,1026,241
PR_20081007_002801_927_LC16,93,487,33
PR_20081007_002801_927_LC16,98,762,241
PR_20081007_002801_927_LC16,144,1040,241
PR_20081007_002801_927_LC16,147,1278,241
PR_20081007_002801_927_LC16,153,323,241
PR_20081007_002801_927_LC16,153,838,241
PR_20081007_002801_927_LC16,155,747,241
PR_20081007_002801_927_LC16,179,577,241
PR_20081007_002801_927_LC16,225,617,241
PR_20081007_002801_927_LC16,255,895,241
PR_20081007_002801_927_LC16,284,18,241
PR_20081007_002801_927_LC16,285,757,241
PR_20081007_002801_927_LC16,286,971,241
PR_20081007_002801_927_LC16,294,52,248
PR_20081007_002801_927_LC16,310,338,241
PR_20081007_002801_927_LC16,369,405,241
PR_20081007_002801_927_LC16,383,486,241
PR_20081007_002801_927_LC16,394,1032,241
PR_20081007_002801_927_LC16,395,412,241
PR_20081007_002801_927_LC16,401,369,33
PR_20081007_002801_927_LC16,454,782,241
PR_20081007_002801_927_LC16,503,189,241
PR_20081007_002801_927_LC16,509,584,241
PR_20081007_002801_927_LC16,516,811,248
PR_20081007_002801_927_LC16,523,756,241
PR_20081007_002801_927_LC16,530,802,241
PR_20081007_002801_927_LC16,550,1244,241
PR_20081007_002801_927_LC16,558,776,248
PR_20081007_002801_927_LC16,563,870,33
PR_20081007_002801_927_LC16,572,171,241
PR_20081007_002801_927_LC16,583,681,241
PR_20081007_002801_927_LC16,622,792,241
PR_20081007_002801_927_LC16,683,754,241
PR_20081007_002801_927_LC16,711,1093,241
PR_20081007_002801_927_LC16,725,271,241
PR_20081007_002801_927_LC16,738,274,241
PR_20081007_002801_927_LC16,745,35,241
PR_20081007_002801_927_LC16,747,639,241
PR_20081007_002801_927_LC16,774,187,241
PR_20081007_002801_927_LC16,826,432,241
PR_20081007_002801_927_LC16,827,1159,241
PR_20081007_002801_927_LC16,974,321,29
PR_20081007_002801_927_LC16,992,136,241
PR_20081007_002801_927_LC16,998,217,241
PR_20081007_002801_927_LC16,1000,809,241
PR_20081007_003621_996_LC16,80,969,241
PR_20081007_003621_996_LC16,83,1005,241
PR_20081007_003621_996_LC16,171,1284,241
PR_20081007_003621_996_LC16,188,910,241
PR_20081007_003621_996_LC16,243,1143,241
PR_20081007_003621_996_LC16,248,868,241
PR_20081007_003621_996_LC16,249,535,241
PR_20081007_003621_996_LC16,273,34,241
PR_20081007_003621_996_LC16,321,339,241
PR_20081007_003621_996_LC16,333,422,241
PR_20081007_003621_996_LC16,348,1077,241
PR_20081007_003621_996_LC16,374,1131,241
PR_20081007_003621_996_LC16,391,731,241
PR_20081007_003621_996_LC16,416,888,241
PR_20081007_003621_996_LC16,424,1216,241
PR_20081007_003621_996_LC16,448,1221,241
PR_20081007_003621_996_LC16,471,1139,241
PR_20081007_003621_996_LC16,476,1194,33
PR_20081007_003621_996_LC16,483,1134,241
PR_20081007_003621_996_LC16,557,686,241
PR_20081007_003621_996_LC16,565,780,241
PR_20081007_003621_996_LC16,567,594,241
PR_20081007_003621_996_LC16,611,776,241
PR_20081007_003621_996_LC16,640,106,241
PR_20081007_003621_996_LC16,643,1166,241
PR_20081007_003621_996_LC16,657,669,241
PR_20081007_003621_996_LC16,679,728,241
PR_20081007_003621_996_LC16,685,703,241
PR_20081007_003621_996_LC16,694,469,241
PR_20081007_003621_996_LC16,712,621,241
PR_20081007_003621_996_LC16,726,1065,241
PR_20081007_003621_996_LC16,732,621,241
PR_20081007_003621_996_LC16,740,203,241
PR_20081007_003621_996_LC16,751,245,241
PR_20081007_003621_996_LC16,756,367,241
PR_20081007_003621_996_LC16,797,1218,241
PR_20081007_003621_996_LC16,849,1108,241
PR_20081007_003621_996_LC16,852,1319,241
PR_20081007_003621_996_LC16,858,1028,241
PR_20081007_003621_996_LC16,859,1174,241
PR_20081007_003621_996_LC16,892,427,241
PR_20081007_003621_996_LC16,913,867,241
PR_20081007_003621_996_LC16,914,885,241
PR_20081007_003621_996_LC16,919,92,241
PR_20081007_003621_996_LC16,936,1164,241
PR_20081007_003621_996_LC16,937,1025,241
PR_20081007_003621_996_LC16,947,1350,241
PR_20081007_003621_996_LC16,979,561,241
PR_20081007_003621_996_LC16,993,1279,241
PR_20081007_003621_996_LC16,1002,1016,241
PR_20081007_004302_052_LC16,5,863,241
PR_20081007_004302_052_LC16,34,463,241
PR_20081007_004302_052_LC16,41,72,241
PR_20081007_004302_052_LC16,71,1049,241
PR_20081007_004302_052_LC16,96,145,241
PR_20081007_004302_052_LC16,101,154,241
PR_20081007_004302_052_LC16,120,928,241
PR_20081007_004302_052_LC16,130,1006,241
PR_20081007_004302_052_LC16,158,823,241
PR_20081007_004302_052_LC16,189,30,241
PR_20081007_004302_052_LC16,219,1209,241
PR_20081007_004302_052_LC16,226,23,241
PR_20081007_004302_052_LC16,258,189,241
PR_20081007_004302_052_LC16,261,777,241
PR_20081007_004302_052_LC16,277,1353,241
PR_20081007_004302_052_LC16,308,8,241
PR_20081007_004302_052_LC16,338,1016,241
PR_20081007_004302_052_LC16,341,494,241
PR_20081007_004302_052_LC16,390,170,241
PR_20081007_004302_052_LC16,395,190,241
PR_20081007_004302_052_LC16,446,1169,241
PR_20081007_004302_052_LC16,450,1156,241
PR_20081007_004302_052_LC16,457,717,241
PR_20081007_004302_052_LC16,461,88,241
PR_20081007_004302_052_LC16,475,360,241
PR_20081007_004302_052_LC16,496,226,241
PR_20081007_004302_052_LC16,497,634,241
PR_20081007_004302_052_LC16,516,776,241
PR_20081007_004302_052_LC16,519,551,241
PR_20081007_004302_052_LC16,545,1109,241
PR_20081007_004302_052_LC16,597,895,241
PR_20081007_004302_052_LC16,612,1105,241
PR_20081007_004302_052_LC16,617,376,241
PR_20081007_004302_052_LC16,619,102,241
PR_20081007_004302_052_LC16,632,668,241
PR_20081007_004302_052_LC16,642,312,241
PR_20081007_004302_052_LC16,645,161,241
PR_20081007_004302_052_LC16,658,1208,241
PR_20081007_004302_052_LC16,721,866,241
PR_20081007_004302_052_LC16,733,685,241
PR_20081007_004302_052_LC16,738,758,241
PR_20081007_004302_052_LC16,824,131,241
PR_20081007_004302_052_LC16,842,1340,241
PR_20081007_004302_052_LC16,845,369,241
PR_20081007_004302_052_LC16,847,429,241
PR_20081007_004302_052_LC16,865,1035,241
PR_20081007_004302_052_LC16,910,219,241
PR_20081007_004302_052_LC16,915,451,241
PR_20081007_004302_052_LC16,930,1113,241
PR_20081007_004302_052_LC16,941,864,241
PR_20081007_004442_066_LC16,5,530,241
PR_20081007_004442_066_LC16,37,141,241
PR_20081007_004442_066_LC16,40,1107,241
PR_20081007_004442_066_LC16,52,158,241
PR_20081007_004442_066_LC16,63,40,241
PR_20081007_004442_066_LC16,88,288,241
PR_20081007_004442_066_LC16,99,889,241
PR_20081007_004442_066_LC16,121,901,241
PR_20081007_004442_066_LC16,126,876,241
PR_20081007_004442_066_LC16,137,775,241
PR_20081007_004442_066_LC16,163,1337,241
PR_20081007_004442_066_LC16,188,168,241
PR_20081007_004442_066_LC16,236,1051,241
PR_20081007_004442_066_LC16,268,1073,241
PR_20081007_004442_066_LC16,302,513,241
PR_20081007_004442_066_LC16,305,79,241
PR_20081007_004442_066_LC16,387,452,241
PR_20081007_004442_066_LC16,389,1335,2
PR_20081007_004442_066_LC16,407,520,241
PR_20081007_004442_066_LC16,408,270,241
PR_20081007_004442_066_LC16,456,419,241
PR_20081007_004442_066_LC16,484,1311,2
PR_20081007_004442_066_LC16,485,820,241
PR_20081007_004442_066_LC16,486,976,241
PR_20081007_004442_066_LC16,490,255,241
PR_20081007_004442_066_LC16,511,1270,2
PR_20081007_004442_066_LC16,545,587,241
PR_20081007_004442_066_LC16,557,368,241
PR_20081007_004442_066_LC16,560,1311,2
PR_20081007_004442_066_LC16,598,630,241
PR_20081007_004442_066_LC16,614,172,241
PR_20081007_004442_066_LC16,614,816,241
PR_20081007_004442_066_LC16,669,725,241
PR_20081007_004442_066_LC16,682,456,241
PR_20081007_004442_066_LC16,682,1132,2
PR_20081007_004442_066_LC16,689,648,241
PR_20081007_004442_066_LC16,697,13,241
PR_20081007_004442_066_LC16,706,609,241
PR_20081007_004442_066_LC16,720,200,241
PR_20081007_004442_066_LC16,799,426,241
PR_20081007_004442_066_LC16,817,265,241
PR_20081007_004442_066_LC16,826,75,241
PR_20081007_004442_066_LC16,826,1165,2
PR_20081007_004442_066_LC16,867,915,16
PR_20081007_004442_066_LC16,874,591,241
PR_20081007_004442_066_LC16,901,388,241
PR_20081007_004442_066_LC16,933,1250,2
PR_20081007_004442_066_LC16,958,1242,26
PR_20081007_004442_066_LC16,979,737,2
PR_20081007_004442_066_LC16,984,1307,26
PR_20081007_004622_075_LC16,16,457,2
PR_20081007_004622_075_LC16,57,429,2
PR_20081007_004622_075_LC16,73,1286,2
PR_20081007_004622_075_LC16,84,42,2
PR_20081007_004622_075_LC16,123,579,2
PR_20081007_004622_075_LC16,129,650,2
PR_20081007_004622_075_LC16,155,226,2
PR_20081007_004622_075_LC16,159,772,2
PR_20081007_004622_075_LC16,170,1005,2
PR_20081007_004622_075_LC16,201,330,2
PR_20081007_004622_075_LC16,252,1309,2
PR_20081007_004622_075_LC16,256,1255,2
PR_20081007_004622_075_LC16,270,1194,2
PR_20081007_004622_075_LC16,283,589,2
PR_20081007_004622_075_LC16,302,865,22
PR_20081007_004622_075_LC16,311,670,2
PR_20081007_004622_075_LC16,329,1234,2
PR_20081007_004622_075_LC16,402,694,2
PR_20081007_004622_075_LC16,418,585,2
PR_20081007_004622_075_LC16,438,1005,2
PR_20081007_004622_075_LC16,464,869,2
PR_20081007_004622_075_LC16,521,1258,2
PR_20081007_004622_075_LC16,525,929,2
PR_20081007_004622_075_LC16,548,1312,16
PR_20081007_004622_075_LC16,563,1217,16
PR_20081007_004622_075_LC16,619,1275,2
PR_20081007_004622_075_LC16,654,1292,2
PR_20081007_004622_075_LC16,655,789,25
PR_20081007_004622_075_LC16,679,291,2
PR_20081007_004622_075_LC16,701,47,241
PR_20081007_004622_075_LC16,717,224,241
PR_20081007_004622_075_LC16,735,543,22
PR_20081007_004622_075_LC16,753,870,241
PR_20081007_004622_075_LC16,769,167,241
PR_20081007_004622_075_LC16,782,471,241
PR_20081007_004622_075_LC16,793,846,241
PR_20081007_004622_075_LC16,826,1006,241
PR_20081007_004622_075_LC16,828,1012,241
PR_20081007_004622_075_LC16,836,273,241
PR_20081007_004622_075_LC16,865,1133,241
PR_20081007_004622_075_LC16,891,236,241
PR_20081007_004622_075_LC16,915,350,241
PR_20081007_004622_075_LC16,916,487,241
PR_20081007_004622_075_LC16,925,651,241
PR_20081007_004622_075_LC16,948,714,241
PR_20081007_004622_075_LC16,958,742,241
PR_20081007_004622_075_LC16,970,34,241
PR_20081007_004622_075_LC16,974,77,241
PR_20081007_004622_075_LC16,1000,335,241
PR_20081007_004622_075_LC16,1023,257,241
PR_20081007_005302_130_LC16,56,568,16
PR_20081007_005302_130_LC16,67,842,2
PR_20081007_005302_130_LC16,70,443,2
PR_20081007_005302_130_LC16,119,1022,2
PR_20081007_005302_130_LC16,140,1209,19
PR_20081007_005302_130_LC16,148,315,2
PR_20081007_005302_130_LC16,199,96,2
PR_20081007_005302_130_LC16,212,248,2
PR_20081007_005302_130_LC16,224,1098,2
PR_20081007_005302_130_LC16,251,1276,248
PR_20081007_005302_130_LC16,292,1073,2
PR_20081007_005302_130_LC16,297,850,2
PR_20081007_005302_130_LC16,302,825,2
PR_20081007_005302_130_LC16,312,326,2
PR_20081007_005302_130_LC16,348,1099,248
PR_20081007_005302_130_LC16,366,1082,2
PR_20081007_005302_130_LC16,391,41,16
PR_20081007_005302_130_LC16,401,200,16
PR_20081007_005302_130_LC16,418,739,2
PR_20081007_005302_130_LC16,475,1146,22
PR_20081007_005302_130_LC16,494,18,2
PR_20081007_005302_130_LC16,543,275,2
PR_20081007_005302_130_LC16,572,145,2
PR_20081007_005302_130_LC16,577,96,2
PR_20081007_005302_130_LC16,580,150,2
PR_20081007_005302_130_LC16,640,81,2
PR_20081007_005302_130_LC16,648,591,2
PR_20081007_005302_130_LC16,654,890,27
PR_20081007_005302_130_LC16,690,1294,2
PR_20081007_005302_130_LC16,702,1017,16
PR_20081007_005302_130_LC16,719,1101,2
PR_20081007_005302_130_LC16,727,837,2
PR_20081007_005302_130_LC16,728,936,2
PR_20081007_005302_130_LC16,774,687,2
PR_20081007_005302_130_LC16,789,919,2
PR_20081007_005302_130_LC16,824,1149,2
PR_20081007_005302_130_LC16,829,67,2
PR_20081007_005302_130_LC16,833,625,2
PR_20081007_005302_130_LC16,848,641,2
PR_20081007_005302_130_LC16,864,999,2
PR_20081007_005302_130_LC16,869,1210,22
PR_20081007_005302_130_LC16,872,850,2
PR_20081007_005302_130_LC16,879,555,2
PR_20081007_005302_130_LC16,884,47,2
PR_20081007_005302_130_LC16,893,150,16
PR_20081007_005302_130_LC16,898,927,2
PR_20081007_005302_130_LC16,905,1242,22
PR_20081007_005302_130_LC16,935,194,16
PR_20081007_005302_130_LC16,942,1333,2
PR_20081007_005302_130_LC16,970,1008,2
PR_20081007_015302_627_LC16,12,874,241
PR_20081007_015302_627_LC16,15,1003,241
PR_20081007_015302_627_LC16,36,543,241
PR_20081007_015302_627_LC16,65,81,241
PR_20081007_015302_627_LC16,84,340,241
PR_20081007_015302_627_LC16,113,205,241
PR_20081007_015302_627_LC16,119,588,241
PR_20081007_015302_627_LC16,158,488,241
PR_20081007_015302_627_LC16,175,1068,241
PR_20081007_015302_627_LC16,210,265,241
PR_20081007_015302_627_LC16,217,269,241
PR_20081007_015302_627_LC16,246,574,241
PR_20081007_015302_627_LC16,277,537,241
PR_20081007_015302_627_LC16,304,640,241
PR_20081007_015302_627_LC16,311,672,241
PR_20081007_015302_627_LC16,314,1265,241
PR_20081007_015302_627_LC16,358,1089,241
PR_20081007_015302_627_LC16,364,894,241
PR_20081007_015302_627_LC16,370,1257,241
PR_20081007_015302_627_LC16,405,506,241
PR_20081007_015302_627_LC16,426,356,241
PR_20081007_015302_627_LC16,427,272,241
PR_20081007_015302_627_LC16,445,859,241
PR_20081007_015302_627_LC16,481,418,241
PR_20081007_015302_627_LC16,496,1188,241
PR_20081007_015302_627_LC16,529,699,241
PR_20081007_015302_627_LC16,548,262,241
PR_20081007_015302_627_LC16,556,461,241
PR_20081007_015302_627_LC16,569,1250,241
PR_20081007_015302_627_LC16,582,1348,241
PR_20081007_015302_627_LC16,583,1226,241
PR_20081007_015302_627_LC16,587,197,241
PR_20081007_015302_627_LC16,621,50,241
PR_20081007_015302_627_LC16,624,252,241
PR_20081007_015302_627_LC16,651,1254,241
PR_20081007_015302_627_LC16,652,256,241
PR_20081007_015302_627_LC16,653,55,241
PR_20081007_015302_627_LC16,662,1347,241
PR_20081007_015302_627_LC16,697,991,241
PR_20081007_015302_627_LC16,808,301,241
PR_20081007_015302_627_LC16,809,529,241
PR_20081007_015302_627_LC16,811,746,241
PR_20081007_015302_627_LC16,830,295,241
PR_20081007_015302_627_LC16,862,28,241
PR_20081007_015302_627_LC16,894,907,241
PR_20081007_015302_627_LC16,915,892,241
PR_20081007_015302_627_LC16,959,778,241
PR_20081007_015302_627_LC16,981,1246,241
PR_20081007_015302_627_LC16,989,726,241
PR_20081007_015302_627_LC16,1011,961,241
PR_20081007_021442_809_LC16,32,1153,39
PR_20081007_021442_809_LC16,64,570,2
PR_20081007_021442_809_LC16,111,187,47
PR_20081007_021442_809_LC16,132,842,2
PR_20081007_021442_809_LC16,176,613,67
PR_20081007_021442_809_LC16,183,1061,39
PR_20081007_021442_809_LC16,237,710,2
PR_20081007_021442_809_LC16,287,455,2
PR_20081007_021442_809_LC16,303,1344,2
PR_20081007_021442_809_LC16,306,375,2
PR_20081007_021442_809_LC16,358,81,2
PR_20081007_021442_809_LC16,363,225,2
PR_20081007_021442_809_LC16,391,912,2
PR_20081007_021442_809_LC16,403,397,2
PR_20081007_021442_809_LC16,454,272,2
PR_20081007_021442_809_LC16,485,1217,2
PR_20081007_021442_809_LC16,504,1259,2
PR_20081007_021442_809_LC16,506,382,67
PR_20081007_021442_809_LC16,550,309,2
PR_20081007_021442_809_LC16,571,313,2
PR_20081007_021442_809_LC16,581,421,29
PR_20081007_021442_809_LC16,588,904,166
PR_20081007_021442_809_LC16,634,1284,2
PR_20081007_021442_809_LC16,635,960,2
PR_20081007_021442_809_LC16,636,685,2
PR_20081007_021442_809_LC16,644,393,2
PR_20081007_021442_809_LC16,667,328,2
